anime_id,title,studio,promo_link,overal_rank,mean_score,avg_sentiment_score,positive_keywords,negative_keywords
37208,Mo Dao Zu Shi,B.CMAY PICTURES,https://www.youtube.com/embed/1OQuhyIL6Fo?enablejsapi=1&wmode=opaque&autoplay=1,170,8,0.1564,"work, points, landscapes, clans, novel",webs
37210,Isekai Maou to Shoukan Shoujo no Dorei Majutsu,,,5346,7,,,
37221,Release the Spyce,,,4879,7,,,
37232,Merc Storia: Mukiryoku no Shounen to Bin no Naka no Shoujo,,,7263,7,,,
37245,Gundam Build Divers,Sunrise,https://www.youtube.com/embed/Zw8IR8mwbqs?enablejsapi=1&wmode=opaque&autoplay=1,8417,6,0.0636,"shows, finale",
37254,Last Period: Owarinaki Rasen no Monogatari,,,8105,6,,,
37258,Omae wa Mada Gunma wo Shiranai,,,13156,5,,,
37259,Hanebado!,LIDENFILMS,https://www.youtube.com/embed/njaPemKHPus?enablejsapi=1&wmode=opaque&autoplay=1,5248,7,0.0768,"animation, mindset, note, opening, smile","feeling, superpowers, life, moves, writing"
37263,Quiz Tokiko-san,,,19473,0,,,
37268,Z/X: Code Reunion,,,11182,6,,,
37272,Kujira no Kora wa Sajou ni Manabu!,,,6467,7,,,
37277,Beatless Intermission,,,11826,6,,,
37283,Beyblade Burst Chouzetsu,,,6244,7,,,
37290,Ani x Para: Anata no Hero wa Dare desu ka,Nippon Animation,,7142,7,0.2833,"surprise, assortment",
37292,Fei Ren Zai,,,3609,7,,,
37294,Wangu Xian Qiong II,,,5966,7,,,
37302,Kemurikusa (TV),Yaoyorozu,https://www.youtube.com/embed/tJHbPkTcg1M?enablejsapi=1&wmode=opaque&autoplay=1,4332,7,0.1371,"cgi, characters, example, kemurikusa, story","game, stories, art, animation, cg"
37305,K: Seven Stories Movie 4 - Lost Small World - Ori no Mukou ni,,,2321,7,,,
37311,Kemurikusa,,,10870,6,,,
37318,Toji no Miko: Kizamishi Issen no Tomoshibi PVs,,,0,6,,,
37324,Youkai Watch: Shadow Side,,,5457,7,,,
37326,Japan World Cup,add some,,17074,0,,,
37338,Chuukan Kanriroku Tonegawa,,,3602,7,,,
37341,Yuru Camp△ Specials,,,1746,8,,,
37345,Plunderer,Geek Toys,https://www.youtube.com/embed/_skxpc9VrfQ?enablejsapi=1&wmode=opaque&autoplay=1,6363,7,0.1053,"narrative, season, moves, image, episodes","moments, pacing"
37347,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka II,J.C.Staff,https://www.youtube.com/embed/SSgtBDgvIzc?enablejsapi=1&wmode=opaque&autoplay=1,3249,7,0.1665,"scene, companions, strengths, crossroads, tale","gods, plotting"
37348,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka Movie: Orion no Ya,,,2236,7,,,
37349,Goblin Slayer,White Fox,https://www.youtube.com/embed/6sdxN30qNrw?enablejsapi=1&wmode=opaque&autoplay=1,2362,7,0.0045,"anime, work, statement, divide, season","anime, chodes, nature, opinions, rage"
37364,Kekkai Sensen & Beyond: Zapp Renfro Ingaouhouchuu!!/Baccardio no Shizuku,,,3714,7,,,
37370,The Perfect World,,,0,7,,,
37374,Pastel Memories,,,13395,5,,,
37379,Chihayafuru 3,Madhouse,https://www.youtube.com/embed/yEflqf1U9lA?enablejsapi=1&wmode=opaque&autoplay=1,174,8,0.1878,"anime, manner, piece, places, lector",lives
37388,Souten no Ken: Regenesis 2nd Season,,,9891,6,,,
37393,"Watashi, Nouryoku wa Heikinchi de tte Itta yo ne!",Project No.9,https://www.youtube.com/embed/6ADTgH8qVCM?enablejsapi=1&wmode=opaque&autoplay=1,5775,7,0.1271,"parody, side, smile, anime, characters","laugh, humor, reviews"
37395,Zoids Wild,,,8052,6,,,
37396,Shikioriori,,,3909,7,,,
37403,Ahiru no Sora,Diomedéa,https://www.youtube.com/embed/Yt4N0UUEd90?enablejsapi=1&wmode=opaque&autoplay=1,3088,7,0.0768,"anime, sports, episode, characters, team","experiences, basket, formality, devices, flashbacks"
37407,Penguin Highway,,,1913,8,,,
37409,Tabechatta tte Ii no ni na!,,,11246,6,,,
37422,Cinderella Girls Gekijou 3rd Season,,,7052,7,,,
37424,Cinderella Girls Gekijou: Kayou Cinderella Theater 3rd Season,,,8155,6,,,
37426,Sarazanmai,MAPPA,https://www.youtube.com/embed/_QPnvGdkbnc?enablejsapi=1&wmode=opaque&autoplay=1,2152,7,0.1815,"content, anime, moon, work, writing","utena, hentai, christ"
37430,Tensei shitara Slime Datta Ken,8bit,https://www.youtube.com/embed/bkQkyzXEXKE?enablejsapi=1&wmode=opaque&autoplay=1,507,8,0.1231,"friends, excuse, episode, budget, music","death, trope, putin"
37433,Wakaokami wa Shougakusei!,,,6400,7,,,
37435,Carole & Tuesday,Bones,https://www.youtube.com/embed/CBak9m0bcB0?enablejsapi=1&wmode=opaque&autoplay=1,991,8,0.1372,"industry, animation, array, experience, classics","intelligence, anime, spoilers, fans"
37436,Revisions,,,10096,6,,,
37438,Ingress the Animation,,,8644,6,,,
37440,Psycho-Pass: Sinners of the System Case.1 - Tsumi to Batsu,,,3709,7,,,
37441,Psycho-Pass: Sinners of the System Case.2 - First Guardian,,,2197,7,,,
37442,Psycho-Pass: Sinners of the System Case.3 - Onshuu no Kanata ni＿＿,,,1310,8,,,
37446,Hyakuren no Haou to Seiyaku no Valkyria,EMT Squared,https://www.youtube.com/embed/Ol0Z3J2cx2Y?enablejsapi=1&wmode=opaque&autoplay=1,11810,6,0.0542,"life, genre, references, version, protagonist","anime, miyazaki, harem, powers, ending"
37447,Karakuri Circus,Studio VOLN,https://www.youtube.com/embed/A3Sx5hwdZ8I?enablejsapi=1&wmode=opaque&autoplay=1,3689,7,0.1670,"puppets, anime, job, shounen, versions","adaptation, anime, ride, secrets, creatures"
37448,Ladyspo,,,14274,3,,,
37449,Strike the Blood III,SILVER LINK.,https://www.youtube.com/embed/X6R-wDClk0E?enablejsapi=1&wmode=opaque&autoplay=1,4683,7,0.0017,,
37450,Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai,CloverWorks,https://www.youtube.com/embed/o0TZj_d3Yfg?enablejsapi=1&wmode=opaque&autoplay=1,373,8,0.1178,"anime, story, cases, plot, actress","world, plagiarism, blush, person, truth"
37451,Boogiepop wa Warawanai (2019),Madhouse,https://www.youtube.com/embed/J9tu253SOas?enablejsapi=1&wmode=opaque&autoplay=1,4219,7,0.0661,"harmony, anime, bag, structure, building","sequences, nature, characters, story, ends"
37458,Kyoto Teramachi Sanjou no Holmes,Seven,https://www.youtube.com/embed/gsSTI1d7NLM?enablejsapi=1&wmode=opaque&autoplay=1,5815,7,0.1701,"anime, shoujo, plot, share, derivative","detraction, sanjou, products, characters, door"
37475,Kishuku Gakkou no Juliet,,,2201,7,,,
37476,Cardfight!! Vanguard (2018),OLM,https://www.youtube.com/embed/wC6-PT9pc7w?enablejsapi=1&wmode=opaque&autoplay=1,5794,7,0.2383,,
37481,Ongaku Shoujo (TV),,,10244,6,,,
37484,Duel Masters!,,,11122,6,,,
37487,Muhyo to Rouji no Mahouritsu Soudan Jimusho,Studio Deen,https://www.youtube.com/embed/snVL8xnuSko?enablejsapi=1&wmode=opaque&autoplay=1,5995,7,0.2297,"world, tricks, anime, rights, majority","people, cases"
37490,"Gyakuten Saiban: Sono ""Shinjitsu"", Igi Ari! Season 2",,,3611,7,,,
37491,Gintama. Shirogane no Tamashii-hen - Kouhan-sen,,,24,9,,,
37496,Double Decker! Doug & Kirill,Sunrise,https://www.youtube.com/embed/zj8CeFZJJc0?enablejsapi=1&wmode=opaque&autoplay=1,5459,7,0.1426,"scenes, hobby, start, idiots, cherry","mmmm, cop, cgi, elements, mix"
37497,Irozuku Sekai no Ashita kara,P.A. Works,https://www.youtube.com/embed/uXBvcLemyG4?enablejsapi=1&wmode=opaque&autoplay=1,1950,8,0.1984,"anime, art, lighting, designs, powers","girl, stories, triangles, protagonist"
37498,Black Fox,,,6164,7,,,
37504,Mob Psycho Mini,,,7455,6,,,
37509,W'z,GoHands,https://www.youtube.com/embed/TMPbrFRrFi0?enablejsapi=1&wmode=opaque&autoplay=1,12356,6,0.0411,"project, world, story, color, production","combination, decisions, joke"
37510,Mob Psycho 100 II,Bones,https://www.youtube.com/embed/Pr43Sayk37s?enablejsapi=1&wmode=opaque&autoplay=1,39,9,0.1485,"season, topics, ideas, content, voice",
37514,Made in Abyss Movie 1: Tabidachi no Yoake,,,445,8,,,
37515,Made in Abyss Movie 2: Hourou Suru Tasogare,,,221,8,,,
37516,City Hunter Movie: Shinjuku Private Eyes,,,2117,7,,,
37517,Happy Sugar Life,Ezόla,https://www.youtube.com/embed/lxjHUh5I5P4?enablejsapi=1&wmode=opaque&autoplay=1,5735,7,0.1931,"child, anime, shoujo, quality, story","ways, taste, past, themes, tale"
37520,Dororo,Tezuka Productions,https://www.youtube.com/embed/v3ApcTz1lwE?enablejsapi=1&wmode=opaque&autoplay=1,333,8,0.1525,"anime, mix, story, impression, trend","curse, adaptations, vibe, dororo"
37521,Vinland Saga,Wit Studio,https://www.youtube.com/embed/f8JrZ7Q_p-8?enablejsapi=1&wmode=opaque&autoplay=1,43,9,0.1139,"scenes, anime, job, building, development","directing, raiders, story, backbone, production"
37522,Pet,,,7667,6,,,
37525,Babylon,Revoroot,https://www.youtube.com/embed/h5KYz_DXqwQ?enablejsapi=1&wmode=opaque&autoplay=1,5786,7,0.1568,"job, anime, characters, cinematography, start","psychic, task, child, story, characters"
37537,Sobakasu,,,0,6,,,
37555,Hangyakusei Million Arthur,J.C.Staff,https://www.youtube.com/embed/NiJieCHJUBY?enablejsapi=1&wmode=opaque&autoplay=1,10157,6,0.0694,"game, comedy, work, story, adaptations",past
37561,Akanesasu Shoujo,,,7730,6,,,
37564,Wo de Ni Tian Shen Qi,,,7615,6,,,
37569,Sirius,,,4692,7,,,
37571,Senjuushi,TMS Entertainment,https://www.youtube.com/embed/Hnc3LZkoOEU?enablejsapi=1&wmode=opaque&autoplay=1,13698,5,0.0184,"report, shovelware, sequence","empire, tags, pfft"
37576,Majutsushi Orphen Hagure Tabi,Studio Deen,https://www.youtube.com/embed/WG_Wi6ixBMg?enablejsapi=1&wmode=opaque&autoplay=1,11054,6,0.0738,"story, fight, ingredients, anime, animes","anime, casting, filler, plotting, shows"
37577,Hibike! Euphonium Movie: Photo Session e Youkoso,,,8956,6,,,
37578,Planet With,J.C.Staff,https://www.youtube.com/embed/Dh-j_kBv-B4?enablejsapi=1&wmode=opaque&autoplay=1,3879,7,0.1315,"shows, maid, balance, path, anime","leaps, anime, style, surface, dragon"
37579,Tonari no Kyuuketsuki-san,Studio Gokumi,https://www.youtube.com/embed/WNtmFBt3yzM?enablejsapi=1&wmode=opaque&autoplay=1,4073,7,0.2411,"girls, slice, girl, characters, friend","ground, world"
37584,Bakumatsu,Studio Deen,https://www.youtube.com/embed/FFUJNaJY-f8?enablejsapi=1&wmode=opaque&autoplay=1,11528,6,0.2220,op,"boss, forces"
37587,Lapis Re:LiGHTs,Yokohama Animation Laboratory,https://www.youtube.com/embed/UlduXMSBCl4?enablejsapi=1&wmode=opaque&autoplay=1,6290,7,0.1963,"girls, aspect, start, adventures, future","happenings, choice, plot"
37589,Ano Hi no Kanojo-tachi,,,6774,7,,,
37590,Devilman: Crybaby - Digest Eizou,,,8813,6,,,
37596,Poputepipikku TV Special,,,2749,7,,,
37597,Dakaretai Otoko 1-i ni Odosarete Imasu.,CloverWorks,https://www.youtube.com/embed/y5-vN3E7k5c?enablejsapi=1&wmode=opaque&autoplay=1,2701,7,0.1636,"characters, relationships, abuse, men, thoughts","narrative, reviews, scenes, hench"
37598,Phantom in the Twilight,LIDENFILMS,https://www.youtube.com/embed/F7MKqY0qJIc?enablejsapi=1&wmode=opaque&autoplay=1,7853,6,0.0984,"anime, characters, girls, game",experiences
37599,Magatsu Wahrheit: Zuerst,Yokohama Animation Laboratory,https://www.youtube.com/embed/3VyUAlzY2JA?enablejsapi=1&wmode=opaque&autoplay=1,7066,7,0.1244,"ones, director, use, potential, mix","breath, cuts, adaptation"
37601,Lord of Vermilion: Guren no Ou,asread.,https://www.youtube.com/embed/1puuB0LLHQ8?enablejsapi=1&wmode=opaque&autoplay=1,12905,5,0.0462,"score, wreck, tcg, feel","misfire, writing"
37614,Hitoribocchi no Marumaru Seikatsu,C2C,https://www.youtube.com/embed/6mbD6rjdqUM?enablejsapi=1&wmode=opaque&autoplay=1,2126,7,0.1335,"premise, anime, kids, ones, slice","story, girl, debut, insert, side"
37618,Meng Qi Shi Shen,,,2740,7,,,
37619,CMFU Xueyuan: Wangzi Peng Peng Qiu,,,9558,6,,,
37621,Karakai Jouzu no Takagi-san: Water Slide,,,1953,8,,,
37623,Chiisana Eiyuu: Kani to Tamago to Toumei Ningen,Studio Ponoc,https://www.youtube.com/embed/wvH862Px4g0?enablejsapi=1&wmode=opaque&autoplay=1,5240,7,0.1564,"animation, character, demonstration, indication, takahata","news, movements, situation, combo, af"
37641,Yin Yang Shi: Ping An Wu Yu,,,8124,6,,,
37643,Xiong Bing Lian,,,8776,6,,,
37646,Hataraku Oniisan! no 2!,,,7646,6,,,
37651,Fate/Extra: Last Encore - Illustrias Tendousetsu,,,7134,7,,,
37655,Sword Gai The Animation Part II,,,11508,6,,,
37657,Gakuen Basara,Brain's Base,https://www.youtube.com/embed/1E9KkY3j9xA?enablejsapi=1&wmode=opaque&autoplay=1,9049,6,0.0702,laugh,
37662,Shinya! Tensai Bakabon,,,10265,6,,,
37663,God Eater Reso Nantoka Gekijou: Nagerareta Shokupan,,,11749,6,,,
37671,Neeko ga Vtuber shitemita,,,12890,5,,,
37675,Overlord III,Madhouse,https://www.youtube.com/embed/awYU-9jVZxE?enablejsapi=1&wmode=opaque&autoplay=1,849,8,0.1559,"power, villain, building, line, experience","guy, adaptation, story, anime"
37682,Wakaokami wa Shougakusei! Movie,Madhouse,https://www.youtube.com/embed/5Nx_XIRdXO0?enablejsapi=1&wmode=opaque&autoplay=1,2040,8,0.1420,"feature, keeper, moments, moment, host","humor, loss"
37703,Megalo Box Specials,,,9344,6,,,
37704,High School Fleet Movie,,,1557,8,,,
37706,Nissin Chikin Ramen CMs,,,0,6,,,
37711,Koi to Uso: Isshou no Koi/Koi no Kimochi,LIDENFILMS,,7647,6,,,
37716,Beelzebub-jou no Okinimesu mama.,,,3327,7,,,
37736,Rang Wo Men Shao Ba,,,11498,6,,,
37744,Isekai Cheat Magician,,,12529,5,,,
37747,Ame-iro Cocoa: Side G,,,13748,5,,,
37755,Golden Douga Gekijou,W-Toon Studio,,7827,6,0.1575,shorts,situations
37760,Mecha-ude,,,5642,7,,,
37764,Kidou Senshi Gundam NT,,,7365,6,,,
37765,Kidou Senshi Gundam: Senkou no Hathaway,,,1041,8,,,
37769,Aguu: Tensai Ningyou,,,12865,5,,,
37779,Yakusoku no Neverland,CloverWorks,https://www.youtube.com/embed/JIcjo7XVlOY?enablejsapi=1&wmode=opaque&autoplay=1,157,8,0.1229,"quality, anime, shows, sceneries, blood","truth, brilliant, imagery, masterpiece, animation"
37781,Overlord: Ple Ple Pleiades 3,,,5430,7,,,
37786,Yagate Kimi ni Naru,TROYCA,https://www.youtube.com/embed/9Tua7jvQgUs?enablejsapi=1&wmode=opaque&autoplay=1,890,8,0.1847,"subject, plot, media, shojo, girl","tension, love"
37799,Tokyo Ghoul:re 2nd Season,Studio Pierrot,https://www.youtube.com/embed/FYIUVr7URFI?enablejsapi=1&wmode=opaque&autoplay=1,7504,6,0.0792,"art, job, impression, qualities, idea","anime, pacing, animation, fight, character"
37804,Shirobako Movie,,,1485,8,,,
37806,Gunjou no Magmell,,,9501,6,,,
37822,Douluo Dalu 2nd Season,Sparkly Key Animation Studio,,247,8,0.1871,"cast, flowers, shonen, isekai, system","syncing, movements"
37823,Conception,,,14038,5,,,
37826,Osake wa Fuufu ni Natte kara: Yuzu Atsukan,,,4259,7,,,
37828,Bokura no Nanokakan Sensou,,,6435,7,,,
37850,Elleair x Kamiusagi Rope,add some,,20984,0,,,
37858,Free! Movie 1: Timeless Medley - Kizuna - Character Butai Aisatsu,,,5230,7,,,
37869,BanG Dream! 2nd Season,SANZIGEN,https://www.youtube.com/embed/e1QBHnjxRkg?enablejsapi=1&wmode=opaque&autoplay=1,1749,8,0.1167,"audience, story, lives, character, move","shows, animation"
37870,BanG Dream! 3rd Season,SANZIGEN,https://www.youtube.com/embed/gYU9b0MJDz0?enablejsapi=1&wmode=opaque&autoplay=1,707,8,0.2081,"will, marina, steak, girls, animation",parts
37873,BanG Dream! Garupa☆Pico,SANZIGEN,https://www.youtube.com/embed/4tkNXd7LcGQ?enablejsapi=1&wmode=opaque&autoplay=1,1211,8,0.1404,"board, recommendation","episodes, day, manner"
37876,Midori-chan,,,18388,0,,,
37885,Super Dragon Ball Heroes,Toei Animation,,11416,6,0.0907,"characters, quality, ideas, anime","adaptation, directions, pleasure"
37887,Huan Jie Wang,,,6965,7,,,
37890,Oshi ga Budoukan Ittekuretara Shinu,8bit,https://www.youtube.com/embed/svBwR-BcwWw?enablejsapi=1&wmode=opaque&autoplay=1,2323,7,0.1489,"idol, tales, women, member, romance","aspects, tl;dr, man, woman, realism"
37893,Yami Shibai 6,,,9019,6,,,
37904,Meshinuma.,Grom,,18340,0,0.0634,food,anime
37914,Chikyuugai Shounen Shoujo,Production +h.,https://www.youtube.com/embed/yMU-xTekqqc?enablejsapi=1&wmode=opaque&autoplay=1,5379,7,0.1943,"story, take, worldbuilding, writer, deal","intelligence, amount, adventure, kids"
37916,Uma Musume: Pretty Derby - BNW no Chikai,,,3743,7,,,
37920,Ueno-san wa Bukiyou,Lesprit,https://www.youtube.com/embed/RwcE1GIoHY0?enablejsapi=1&wmode=opaque&autoplay=1,6933,7,0.1098,"anime, gags, execution, ideas, san","anime, gags, idea, side, inventions"
37922,Seikaisuru Kado: Beyond Information,,,9720,6,,,
37924,Ani ni Tsukeru Kusuri wa Nai! 2,Fanworks,https://www.youtube.com/embed/co7QD-XN1aU?enablejsapi=1&wmode=opaque&autoplay=1,1280,8,0.1061,relationship,"relationship, animation"
37926,Nakanohito Genome [Jikkyouchuu],,,5181,7,,,
37932,Quanzhi Gaoshou 2,,,851,8,,,
37936,Wu Shan Wu Xing (2020),,,951,8,,,
37940,Yatogame-chan Kansatsu Nikki,,,8777,6,,,
37952,Shoumetsu Toshi,,,12457,6,,,
37956,3D Kanojo: Real Girl 2nd Season,,,1413,8,,,
37958,Fukigen na Mononokean Tsuzuki,Pierrot Plus,https://www.youtube.com/embed/3FtvmFAb9L8?enablejsapi=1&wmode=opaque&autoplay=1,1754,8,0.1840,job,
37959,Gakuen Babysitters Special,,,1209,8,,,
37962,IDOLiSH7 Second Beat!,TROYCA,https://www.youtube.com/embed/GFJnHFejErk?enablejsapi=1&wmode=opaque&autoplay=1,498,8,0.1897,"story, start, animation, attention, liberties","harem, mc, amount, pasts"
37964,Mayonaka no Occult Koumuin,,,5669,7,,,
37965,Kaze ga Tsuyoku Fuiteiru,Production I.G,https://www.youtube.com/embed/ANzTSVvgXVI?enablejsapi=1&wmode=opaque&autoplay=1,220,8,0.2017,"anime, deal, bunch, dream, story","scenes, attention"
37970,Yakusoku no Nanaya Matsuri,,,6049,7,,,
37972,Hoshiai no Sora,8bit,https://www.youtube.com/embed/3HF5qamjeMA?enablejsapi=1&wmode=opaque&autoplay=1,1670,8,0.1394,"franchises, values, anime, side, feels","eye, feels, anime, beast, hoshiai"
37975,Piano no Mori (TV) 2nd Season,,,2264,7,,,
37976,Zombieland Saga,MAPPA,https://www.youtube.com/embed/O3VO4zinUOI?enablejsapi=1&wmode=opaque&autoplay=1,2045,8,0.1414,"parody, type, anime, belief, girls","fool, window, concepts, attempt, degree"
37979,Mahou Shoujo Tokushusen Asuka,,,8198,6,,,
37980,Youkoso Japari Park,,,10625,6,,,
37981,Kaijuu no Kodomo,,,3526,7,,,
37982,Domestic na Kanojo,Diomedéa,https://www.youtube.com/embed/LLPv26YL4VU?enablejsapi=1&wmode=opaque&autoplay=1,6440,7,0.0829,"teen, character, anime, setting, cast","girl, experience, edgy, hentai, circumstance"
37983,Nekopara: Koneko no Hi no Yakusoku,,,4488,7,,,
37984,"Kumo desu ga, Nani ka?",Millepensee,https://www.youtube.com/embed/xpPJIKUsbls?enablejsapi=1&wmode=opaque&autoplay=1,2202,7,0.0563,"isekais, kumoko, hearted---, isekai, sell","projects, slime, mc, option, dungeon"
37985,Aggressive Retsuko (ONA) 2nd Season,,,1280,8,,,
37987,Violet Evergarden Movie,,,29,9,,,
37988,Uchuu Senkan Tiramisù II,,,7114,7,,,
37989,Golden Kamuy 2nd Season,Geno Studio,https://www.youtube.com/embed/2PDY8LgeS-o?enablejsapi=1&wmode=opaque&autoplay=1,355,8,0.2091,"animation, season, anime, comedy, delight","impression, map, taxidermist, start, swerves"
37990,Gurazeni Season 2,,,5805,7,,,
37991,JoJo no Kimyou na Bouken Part 5: Ougon no Kaze,David Production,https://www.youtube.com/embed/R92KmKcg07Y?enablejsapi=1&wmode=opaque&autoplay=1,109,9,0.2011,"anime, fights, story, experience, parts","father, story, life, idea, stands"
37992,Jingai-san no Yome,,,11056,6,,,
37994,B: The Beginning Succession,,,9045,6,,,
37997,Devils Line: Anytime Anywhere,,,4780,7,,,
37998,Girly Air Force,Satelight,https://www.youtube.com/embed/n6QatzbH4D4?enablejsapi=1&wmode=opaque&autoplay=1,9390,6,0.1380,"girls, characters, concepts, being, housewife","guys, aircrafts, vibes, intersection, natsumi"
37999,Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen,A-1 Pictures,https://www.youtube.com/embed/Ti2kJ-GYO68?enablejsapi=1&wmode=opaque&autoplay=1,207,8,0.1439,"job, moments, thanks, comedy, bruh",day
38000,Kimetsu no Yaiba,ufotable,https://www.youtube.com/embed/6vMuWuWlW4I?enablejsapi=1&wmode=opaque&autoplay=1,188,8,0.1385,"anime, story, job, gasm, landscapes","hentai, criticism, scenes, content, fantastic"
38002,Asobi Asobase Specials,Lerche,,1658,8,0.2181,"friends, nature, textures, timing, cream",
38003,Bungou Stray Dogs 3rd Season,Bones,https://www.youtube.com/embed/Bro64355Kws?enablejsapi=1&wmode=opaque&autoplay=1,409,8,0.1548,"characters, bits, representation, brotp, abilieties","breaker, element"
38004,Strike Witches: 501 Butai Hasshin Shimasu!,Acca effe,https://www.youtube.com/embed/WGmQu9OOFWA?enablejsapi=1&wmode=opaque&autoplay=1,6483,7,0.1993,"surprise, topping",style
38005,Strike Witches: Road to Berlin,David Production,https://www.youtube.com/embed/SfWwKwgsizo?enablejsapi=1&wmode=opaque&autoplay=1,2660,7,0.2757,"season, witches, entrance, league, girls",
38006,Renmei Kuugun Koukuu Mahou Ongakutai Luminous Witches,,,6121,7,,,
38009,Re:Stage! Dream Days♪,Yumeta Company,https://www.youtube.com/embed/Qp-6akSlDAA?enablejsapi=1&wmode=opaque&autoplay=1,6027,7,0.1932,"girls, group, masterpiece, genre",anime
38015,Shika no Ou: Yuna to Yakusoku no Tabi,Production I.G,https://www.youtube.com/embed/YP_dnbUC9kg?enablejsapi=1&wmode=opaque&autoplay=1,4977,7,0.1281,"fantasy, parts, grip, artwork, building","pacing, bundle, world"
38020,Beatless Final Stage,Diomedéa,,5533,7,-0.0023,"novel, term, future, examples","reviews, intelligent, guys"
38021,Monster Strike the Movie: Sora no Kanata,,,8584,6,,,
38027,Free! Dive to the Future - Soushun no Build-up!,,,1754,8,,,
38040,Kono Subarashii Sekai ni Shukufuku wo! Movie: Kurenai Densetsu,,,204,8,,,
38050,Shoujo☆Kageki Revue Starlight Specials,,,4818,7,,,
38057,Natsu wo Yarinaosu,,,18752,0,,,
38062,Endro~!,Studio Gokumi,https://www.youtube.com/embed/XSUjn_dn6uQ?enablejsapi=1&wmode=opaque&autoplay=1,4931,7,0.1856,"girls, spell, anime, genre, king","set, scenarios, guy, girls, moments"
38075,Titipo Titipo,,,15492,0,,,
38078,Zoo: Hidamari no Shi,,,8317,6,,,
38080,Kono Oto Tomare!,Platinum Vision,https://www.youtube.com/embed/TtE4mOHXNV0?enablejsapi=1&wmode=opaque&autoplay=1,784,8,0.2271,"anime, conflicts, development, art, animation","talent, storyline, stories, anime, events"
38081,Girls & Panzer: Saishuushou Part 2,,,576,8,,,
38083,Ken En Ken: Aoki Kagayaki,,,10086,6,,,
38084,Fate/Grand Order: Zettai Majuu Sensen Babylonia,CloverWorks,https://www.youtube.com/embed/BIZN34WMi5E?enablejsapi=1&wmode=opaque&autoplay=1,776,8,0.1868,"character, story, stories, development, characters","writings, music, conversations"
38085,Fate/Grand Order: Shinsei Entaku Ryouiki Camelot 1 - Wandering; Agateram,Signal.MD,https://www.youtube.com/embed/efkrU-mINOQ?enablejsapi=1&wmode=opaque&autoplay=1,4932,7,0.0740,"girl, characters, moments, adaptation, chapters","refugees, film, fate, kilter, walking"
38086,Fate/Grand Order: Shinsei Entaku Ryouiki Camelot 2 - Paladin; Agateram,,,1596,8,,,
38088,Digimon Adventure: Last Evolution Kizuna,,,464,8,,,
38089,"Okoshiyasu, Chitose-chan",Gathering,https://www.youtube.com/embed/Pst5vRYvNtg?enablejsapi=1&wmode=opaque&autoplay=1,5490,7,0.2131,"adventures, fact, anime, p.s.",
38091,Hachigatsu no Cinderella Nine,TMS Entertainment,https://www.youtube.com/embed/IQl4wa4UNPw?enablejsapi=1&wmode=opaque&autoplay=1,9495,6,0.1176,"girls, use, share","adaptations, strides"
38098,Mix: Meisei Story,,,3365,7,,,
38101,5-toubun no Hanayome,,,1533,8,,,
38112,Tales of Puppet,,,10615,6,,,
38145,"Doukyonin wa Hiza, Tokidoki, Atama no Ue.",Zero-G,https://www.youtube.com/embed/fd5f7tFMI8I?enablejsapi=1&wmode=opaque&autoplay=1,1285,8,0.1723,"anime, story, blanky, friend, kitten","scenes, service, subaru, accident, elements"
38149,Full Metal Panic! Invisible Victory Intermission,,,8071,6,,,
38150,Namu Amida Butsu! Rendai Utena,,,9798,6,,,
38157,Circlet Princess,,,10446,6,,,
38161,Kabukichou Sherlock,Production I.G,https://www.youtube.com/embed/YTi544iLlFw?enablejsapi=1&wmode=opaque&autoplay=1,4999,7,0.1088,"share, mystery, conan, ways, man","murders, characterization, expectations, jokes, fan"
38162,Rinshi!! Ekoda-chan,,,12409,6,,,
38186,Bokutachi wa Benkyou ga Dekinai,,,3097,7,,,
38192,Sakugan,Satelight,https://www.youtube.com/embed/2uuny7F9l5U?enablejsapi=1&wmode=opaque&autoplay=1,7192,7,0.0873,"setting, premise, journey, episode, combo","anime, adventures, villains, land, character"
38196,Chouetsu Sekai,,,13994,5,,,
38198,Nanatsu no Taizai: Eiyuu-tachi wa Hashagu,A-1 Pictures,,4194,7,0.1753,,
38199,Bermuda Triangle: Colorful Pastrale,,,12425,6,,,
38203,The iDOLM@STER SideM: Wake Atte Mini!,,,8767,6,,,
38226,Choukadou Girl ⅙,,,10310,6,,,
38234,One Piece Movie 14: Stampede,,,450,8,,,
38235,Inazuma Eleven: Orion no Kokuin,,,5000,7,,,
38249,Saiki Kusuo no Ψ-nan: Kanketsu-hen,,,393,8,,,
38251,"Sono Toki, Kanojo wa.",,,11872,6,,,
38254,Hashiri Tsuzukete Yokatta tte.,,,7996,6,,,
38256,Magia Record: Mahou Shoujo Madoka☆Magica Gaiden,Shaft,https://www.youtube.com/embed/YiRywvGitzs?enablejsapi=1&wmode=opaque&autoplay=1,5335,7,0.1611,"girl, shots, emotions, entry, ost","scenes, 3d"
38262,Pingu in the City (2018),,,7774,6,,,
38268,Hangyakusei Million Arthur 2nd Season,,,8622,6,,,
38276,Houkago Saikoro Club,,,5988,7,,,
